,boiling_point,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,MolMR,fr_C_O,fr_C_O_noCOO
sample_11,330.1,9.256944444444445,-0.99537037037037,9.256944444444445,0.1111111111111109,0.4051790062235931,73.071,68.031,73.02950297991,30,0.041108964454662,-0.5501828650303152,0.5501828650303152,0.041108964454662,2.0,2.2,2.2,2.847378923087672,40.1577218810798,4.284457050376173,3.0236033621142737,3.0236033621142737,2.270055610029662,1.4689084622436843,1.4689084622436843,0.72556185852142,0.72556185852142,0.2886751345948129,0.2886751345948129,0.0,0.0,-0.53,9.65148445440323,4.469999999999999,1.7581844380403455,3.469999999999999,30.42489110886254,9.901064578912528,6.923737199690624,6.4208216229260096,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,13.344558822616634,0.0,0.0,5.969305287951849,4.794537184071822,0.0,13.344558822616634,0.0,40.13,9.901064578912528,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,9.256944444444445,9.256944444444445,0.0,-0.99537037037037,0.0,0.1111111111111109,1.537037037037037,0.6666666666666666,5,0,2,0,2,0,2,1,0,-0.8537000000000001,15.298000000000002,1,1
sample_12,414.3,9.368055555555555,-0.74537037037037,9.368055555555555,0.2222222222222221,0.4908446664452931,74.079,68.031,74.036779432,30,0.3025584374920559,-0.4812379170193394,0.4812379170193394,0.3025584374920559,2.0,2.2,2.2,2.847378923087672,40.1577218810798,4.284457050376173,3.0625686671503685,3.0625686671503685,2.270055610029662,1.4883911147617317,1.4883911147617317,0.7472919338166267,0.7472919338166267,0.3024514503058254,0.3024514503058254,0.0,0.0,-0.53,9.65148445440323,4.469999999999999,1.7581844380403455,3.469999999999999,30.42489110886254,5.106527394840706,6.923737199690624,0.0,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,13.344558822616634,0.0,0.0,11.075832682792557,4.794537184071822,0.0,13.344558822616634,0.0,37.3,4.794537184071822,6.4208216229260096,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,9.368055555555555,7.722222222222222,0.0,-0.74537037037037,0.0,0.2222222222222221,1.599537037037037,0.6666666666666666,5,1,2,0,1,1,2,1,0,0.481,17.9268,1,0
sample_13,344.1,3.248263888888889,1.1319444444444444,3.248263888888889,1.1319444444444444,0.4659881510679792,122.993,115.937,121.973112324,26,0.0028627972390594,-0.0928186496107851,0.0928186496107851,0.0028627972390594,1.75,2.0,2.0,1.9747448713915892,5.245112497836532,3.414213562373095,2.7921780353823222,4.378174574497026,1.914213562373095,1.4743680230989715,2.5958369308453744,0.6889822365046134,1.4819805060619653,0.1889822365046135,0.9819805060619654,0.0,0.0,0.48,6.854752972273345,4.480000000000002,3.4800000000000018,2.480000000000002,35.33668286226413,0.0,22.85368109763997,6.4208216229260096,5.330089647061427,0.0,0.0,15.929943897949348,0.0,13.344558822616634,5.330089647061427,0.0,5.330089647061427,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,5.330089647061427,6.4208216229260096,0.0,0.0,22.85368109763997,0.0,0.0,1.1319444444444444,0.0,0.0,0.0,1.2361111111111112,2.133680555555556,1.0,4,0,0,0,0,0,1,1,0,1.7913,24.08499999999999,0,0
sample_14,308.9,5.274691358024691,0.3055555555555556,5.274691358024691,0.3055555555555556,0.3865418338776509,78.542,71.486,78.023627904,26,0.0279128306530506,-0.1236117709887025,0.1236117709887025,0.0279128306530506,1.5,1.5,1.5,2.3237900077244498,8.0,3.5773502691896257,2.955314742198853,3.711243688217308,1.7320508075688772,1.372918428615244,1.8093542090872288,1.013786049661611,1.8866576106055803,0.0,0.0,0.0,0.0,0.29,3.2451124978365318,4.29,1.5939513677811554,45.31259215219977,31.77240148350444,0.0,0.0,13.847474399381248,5.3770878682057255,0.0,0.0,11.600939890232516,0.0,19.224562267586972,0.0,0.0,5.3770878682057255,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,5.3770878682057255,0.0,0.0,0.0,13.847474399381248,0.0,11.600939890232516,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,3.864197530864198,1.0,4,0,0,0,0,0,1,0,0,1.6336,20.988999999999997,0,0
sample_15,319.7,5.1859567901234565,0.7916666666666667,5.1859567901234565,0.7916666666666667,0.4184360364601417,78.542,71.486,78.023627904,26,0.0220330463305987,-0.1267278871383566,0.1267278871383566,0.0220330463305987,1.75,2.0,2.0,1.9747448713915892,5.245112497836532,3.414213562373095,2.7921780353823222,3.5481069814007764,1.914213562373095,1.4743680230989715,2.0088905069238203,0.6889822365046134,1.0669467095138407,0.1889822365046135,0.5669467095138407,0.0,0.0,0.29,6.854752972273345,4.29,3.2900000000000005,2.29,31.772401483504435,0.0,6.923737199690624,6.4208216229260096,5.880003444970339,0.0,0.0,11.600939890232516,0.0,13.344558822616634,5.880003444970339,0.0,5.880003444970339,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,12.300825067896348,0.0,0.0,6.923737199690624,0.0,11.600939890232516,0.0,0.0,0.0,0.7916666666666667,0.0,1.0848765432098766,2.048611111111111,1.0,4,0,0,0,0,0,1,1,0,1.6352,21.011,0,0
sample_16,326.5,4.909722222222222,0.5833333333333334,4.909722222222222,0.5833333333333334,0.4252403033552385,57.09599999999999,50.04,57.057849224,24,0.0103744344555753,-0.3270522846975318,0.3270522846975318,0.0103744344555753,2.0,2.25,2.25,2.2968352619191394,17.24511249783653,3.414213562373095,2.5689141007523464,2.5689141007523464,1.914213562373095,1.224744871391589,1.224744871391589,0.5243773949903288,0.5243773949903288,0.1666666666666666,0.1666666666666666,0.0,0.0,-0.3,6.854752972273345,3.7,2.700000000000001,1.7000000000000013,26.11942292145123,5.733667477162185,6.076020106833881,0.0,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,6.544756405912575,12.654955790432378,6.544756405912575,0.0,0.0,0.0,12.654955790432378,26.02,0.0,0.0,6.544756405912575,0.0,0.0,6.076020106833881,0.0,6.578935683598497,5.733667477162185,0.0,0.0,4.909722222222222,0.0,0.0,1.6527777777777777,3.9375,0.3333333333333333,4,2,1,0,1,1,1,1,0,0.1311000000000001,19.251400000000004,0,0
sample_17,231.1,2.125,1.25,2.125,1.25,0.3854706587740357,44.097,36.033,44.062600256,20,-0.0590383639290487,-0.0656454412102395,0.0656454412102395,0.0590383639290487,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6329931618554523,0.0,2.7071067811865475,2.7071067811865475,2.7071067811865475,1.4142135623730951,1.414213562373095,1.414213562373095,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,2.754887502163468,3.0,2.0,0.0,21.469135256622767,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.25,1.0,3,0,0,0,0,0,0,0,0,1.4163,15.965000000000003,0,0
sample_18,280.5,4.541666666666666,0.8194444444444444,4.541666666666666,0.8194444444444444,0.4315009980580737,60.096,52.032,60.057514876,26,0.0433453891175591,-0.3849768931683057,0.3849768931683057,0.0433453891175591,1.75,2.0,2.0,1.9747448713915892,5.245112497836532,3.414213562373095,3.1153550716504106,3.1153550716504106,1.914213562373095,1.4040302062452237,1.4040302062452237,0.5773502691896258,0.5773502691896258,0.2886751345948129,0.2886751345948129,0.0,0.0,-0.04,6.854752972273345,3.96,2.9600000000000004,1.96,26.582680486129647,4.736862953800049,0.0,6.923737199690624,13.716679505790452,0.0,4.736862953800049,0.0,0.0,6.923737199690624,13.716679505790452,0.0,13.716679505790452,4.736862953800049,0.0,6.923737199690624,0.0,9.23,0.0,0.0,0.0,6.606881964512918,0.0,7.109797541277533,6.923737199690624,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,1.0,4,0,1,0,1,0,1,1,0,0.6527000000000001,17.55,0,0
sample_19,370.4,7.875,0.3194444444444444,7.875,0.3194444444444444,0.4637839830239684,60.096,52.032,60.057514876,26,0.0427892799205337,-0.3963873506323361,0.3963873506323361,0.0427892799205337,1.75,2.0,2.0,1.9747448713915892,5.245112497836532,3.414213562373095,2.861427157873053,2.861427157873053,1.914213562373095,1.5233345472033857,1.5233345472033857,0.7236067977499788,0.7236067977499788,0.2236067977499789,0.2236067977499789,0.0,0.0,-0.04,6.854752972273345,3.96,2.9600000000000004,1.96,26.26336900881878,5.106527394840706,6.923737199690624,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,13.344558822616634,6.606881964512918,0.0,11.713409359353625,0.0,0.0,13.344558822616634,0.0,20.23,0.0,0.0,6.606881964512918,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,5.106527394840706,0.0,7.875,0.0,0.0,0.0,0.875,2.25,1.0,4,1,1,0,1,1,1,1,0,0.3887,17.376800000000003,0,0
sample_20,315.0,4.46875,0.3888888888888888,4.46875,0.3888888888888888,0.438396251878539,76.095,68.031,76.052429496,32,0.1454483236263153,-0.3586824811062546,0.3586824811062546,0.1454483236263153,1.2,1.6,1.6,2.19060968716425,12.36452797660028,4.121320343559642,3.5236033621142737,3.5236033621142737,2.414213562373095,1.393846850117352,1.393846850117352,0.6952013993873838,0.6952013993873838,0.2357022603955159,0.2357022603955159,0.1178511301977579,0.1178511301977579,-0.08,11.245112497836532,4.920000000000001,3.92,3.92,31.69622571563653,9.473725907600098,0.0,0.0,14.219595082555069,0.0,9.473725907600098,0.0,0.0,0.0,21.01253738865489,0.0,21.01253738865489,9.473725907600098,0.0,0.0,0.0,18.46,0.0,0.0,6.792942306099827,0.0,0.0,14.219595082555069,0.0,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888888,1.0,5,0,2,0,2,0,2,2,0,0.2367,18.885,0,0
sample_21,460.8,8.11111111111111,-0.5601851851851856,8.11111111111111,0.1388888888888888,0.4358349966110497,76.095,68.03099999999999,76.052429496,32,0.0742386440636602,-0.3937000421977661,0.3937000421977661,0.0742386440636602,1.8,2.0,2.0,2.5395388613593903,18.854752972273342,4.284457050376173,3.178884241376089,3.178884241376089,2.270055610029662,1.5600252154174878,1.5600252154174878,1.0315955518811348,1.0315955518811348,0.2642238439278279,0.2642238439278279,0.0,0.0,-0.08,9.65148445440323,4.920000000000001,2.175102040816326,3.92,31.057602761014792,10.213054789681411,0.0,6.923737199690624,0.0,12.71084835226122,10.213054789681411,0.0,0.0,13.027703587438928,6.606881964512918,0.0,22.92390314194263,0.0,0.0,6.923737199690624,0.0,40.46,0.0,6.606881964512918,0.0,0.0,6.923737199690624,0.0,0.0,0.0,10.213054789681411,0.0,16.00462962962963,0.0,0.0,0.0,-0.5601851851851856,1.3888888888888888,1.0,5,2,2,0,2,2,2,1,0,-0.6405000000000001,18.7666,0,0
sample_22,305.6,5.111111111111111,0.3333333333333332,5.111111111111111,0.3333333333333332,0.4279299473771721,59.112,50.04,59.073499288,26,-0.0017924242320082,-0.328262980899961,0.328262980899961,0.0017924242320082,1.5,1.5,1.5,2.3237900077244498,8.0,3.5773502691896257,3.1547005383792515,3.1547005383792515,1.7320508075688772,1.4880338717125852,1.4880338717125852,1.2440169358562927,1.2440169358562927,0.0,0.0,0.0,0.0,-0.04,3.2451124978365318,3.96,1.297837837837838,1128.9599999999998,26.809025953635484,5.733667477162185,13.847474399381248,6.041840829147961,0.0,0.0,0.0,0.0,5.733667477162185,19.88931522852921,0.0,0.0,6.041840829147961,0.0,0.0,13.847474399381248,0.0,26.02,0.0,0.0,6.041840829147961,0.0,0.0,0.0,13.847474399381248,0.0,5.733667477162185,0.0,0.0,5.111111111111111,0.0,0.3333333333333332,0.0,3.888888888888889,1.0,4,2,1,0,1,1,1,0,0,0.3535,19.323400000000003,0,0
sample_23,321.6,5.027777777777778,0.8194444444444444,5.027777777777778,0.8194444444444444,0.4632709184547627,59.11199999999999,50.04,59.073499288,26,-0.007990568627305,-0.3304839223850739,0.3304839223850739,0.007990568627305,1.75,2.0,2.0,1.9747448713915892,5.245112497836532,3.414213562373095,2.9915638315627207,2.9915638315627207,1.914213562373095,1.6153550716504106,1.6153550716504106,0.7886751345948128,0.7886751345948128,0.2886751345948128,0.2886751345948128,0.0,0.0,-0.04,6.854752972273345,3.96,2.9600000000000004,1.96,26.809025953635484,5.733667477162185,6.923737199690624,12.965578028838586,0.0,0.0,0.0,0.0,5.733667477162185,13.344558822616634,6.544756405912575,0.0,6.544756405912575,0.0,0.0,13.344558822616634,0.0,26.02,0.0,0.0,0.0,12.965578028838586,0.0,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,5.027777777777778,0.0,0.0,1.0972222222222223,2.875,1.0,4,2,1,0,1,1,1,1,0,0.3551000000000001,19.345400000000005,0,0
sample_24,276.0,2.0,2.0,2.0,2.0,0.3844627806876072,59.112,50.03999999999999,59.073499288,26,-0.0140010497827221,-0.3124319659317336,0.3124319659317336,0.0140010497827221,1.0,1.0,1.0,2.3237900077244498,8.0,3.5773502691896257,3.447213595499958,3.447213595499958,1.7320508075688772,1.3416407864998738,1.3416407864998738,1.3416407864998738,1.3416407864998738,0.0,0.0,0.0,0.0,-0.04,3.2451124978365318,3.96,1.297837837837838,1128.9599999999998,27.228968926826138,4.899909730850478,0.0,21.143015948031568,0.0,0.0,0.0,0.0,0.0,0.0,21.143015948031568,0.0,26.04292567888205,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,26.04292567888205,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1,0,1,0,1,0,0,0.1777999999999999,19.611,0,0
sample_25,268.7,3.361111111111111,1.6388888888888888,3.361111111111111,1.6388888888888888,0.3963339686814092,54.09199999999999,48.044,54.046950192,22,-0.0700823082661021,-0.0990867373646055,0.0990867373646055,0.0700823082661021,1.0,1.25,1.25,2.7320508075688776,21.019550008653876,3.414213562373095,2.5689141007523464,2.5689141007523464,1.914213562373095,1.1498299142610593,1.1498299142610593,0.4714045207910318,0.4714045207910318,0.1666666666666666,0.1666666666666666,0.0,0.0,-0.52,6.854752972273345,3.48,2.48,1.48,26.454871306650865,0.0,25.30991158086476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.30991158086476,0.0,0.0,0.0,0.0,25.30991158086476,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,13.157871367196996,0.0,0.0,0.0,0.0,0.0,0.0,3.2777777777777777,6.722222222222222,0.0,4,0,0,0,0,0,0,1,0,1.3584,20.393999999999995,0,0
